,title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place,small_img_url
315,"Self portrait with sons Edgar, left and Walter Jr., right",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.5,cmoa:things/f94269de-bb1f-4a6f-904f-60a9ecea9887,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,5.0,7.0,0.0,0.0,https://collection.carnegieart.org/objects/f94269de-bb1f-4a6f-904f-60a9ecea9887,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38725/4401.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38725/sizes/4401-420.jpg
316,"Mrs. Munhall with sons Edgar, left, and Walter Jr., right",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.6,cmoa:things/0c647f53-02da-424a-a428-0740e5044535,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,5.0,7.0,0.0,0.0,https://collection.carnegieart.org/objects/0c647f53-02da-424a-a428-0740e5044535,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38724/4402.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38724/sizes/4402-420.jpg
317,Mrs. Munhall and sons in a field,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.7,cmoa:things/4edfabb1-e001-42f8-a879-4d06ca2b334e,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.5,3.375,0.0,0.0,https://collection.carnegieart.org/objects/4edfabb1-e001-42f8-a879-4d06ca2b334e,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38723/4403.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38723/sizes/4403-420.jpg
318,Walter Munhall Jr. holding camera,"May 31, 1938",1933-01-01,1946-01-01,platinum print,2003.29.8,cmoa:things/f7c78dbb-525d-4f45-8dae-67ac17f7917d,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.25,4.625,0.0,0.0,https://collection.carnegieart.org/objects/f7c78dbb-525d-4f45-8dae-67ac17f7917d,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38715/4404.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38715/sizes/4404-420.jpg
319,Walter Munhall Jr. in cowboy costume pointing toy gun,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.9,cmoa:things/13c14464-1c89-4f69-bcee-8cc404dd775d,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.0,4.625,0.0,0.0,https://collection.carnegieart.org/objects/13c14464-1c89-4f69-bcee-8cc404dd775d,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38716/4405.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38716/sizes/4405-420.jpg
320,"Walter Munhall, Jr. with geometric necktie, outdoors on Sylvan Avenue, Hazelwood",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.10,cmoa:things/e440d460-f02d-4b22-8fde-dc8a4cf9a866,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,2.875,4.25,0.0,0.0,https://collection.carnegieart.org/objects/e440d460-f02d-4b22-8fde-dc8a4cf9a866,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38717/4406.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38717/sizes/4406-420.jpg
321,"Walter Munhall, Jr. in double-breasted jacket",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.11,cmoa:things/470edacb-5102-4fa5-b40c-5811cb8f4237,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.25,4.75,0.0,0.0,https://collection.carnegieart.org/objects/470edacb-5102-4fa5-b40c-5811cb8f4237,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38704/4407.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38704/sizes/4407-420.jpg
322,"Walter Munhall, Jr. playing with a dog",1939,1939-01-01,1939-01-01,platinum print,2003.29.12,cmoa:things/e36591ab-00a3-4263-b60b-924e4d01c919,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.625,3.25,0.0,0.0,https://collection.carnegieart.org/objects/e36591ab-00a3-4263-b60b-924e4d01c919,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38726/4408.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38726/sizes/4408-420.jpg
323,"Walter Munhall, Jr. offering stick to a dog",1939,1933-01-01,1946-01-01,platinum print,2003.29.13,cmoa:things/5a93202b-a9b4-4832-90c8-c1d2617e2736,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.625,3.25,0.0,0.0,https://collection.carnegieart.org/objects/5a93202b-a9b4-4832-90c8-c1d2617e2736,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38718/4409.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38718/sizes/4409-420.jpg
324,"Walter Munhall, Jr. playing in the sand, Virginia Beach",1939,1933-01-01,1946-01-01,platinum print,2003.29.14,cmoa:things/d6d854ad-f62f-44ae-89a0-eca30619b1aa,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.375,3.125,0.0,0.0,https://collection.carnegieart.org/objects/d6d854ad-f62f-44ae-89a0-eca30619b1aa,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38699/4410.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38699/sizes/4410-420.jpg
325,"Walter Munhall, Jr. close up",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.15,cmoa:things/1407c5bc-91f1-477a-b75c-952d8144fe48,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,2.875,4.5,0.0,0.0,https://collection.carnegieart.org/objects/1407c5bc-91f1-477a-b75c-952d8144fe48,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38700/4411.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38700/sizes/4411-420.jpg
326,Edgar Munhall in a sailor shirt with floral background,c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.16,cmoa:things/90b6aab8-7de6-4235-baf0-d4b651f6e79f,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.125,4.5,0.0,0.0,https://collection.carnegieart.org/objects/90b6aab8-7de6-4235-baf0-d4b651f6e79f,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38705/4412.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38705/sizes/4412-420.jpg
327,Edgar Munhall in striped sweater,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.17,cmoa:things/5d4a15b3-6609-450f-863b-7f2dcd4a6699,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.125,4.75,0.0,0.0,https://collection.carnegieart.org/objects/5d4a15b3-6609-450f-863b-7f2dcd4a6699,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38702/4413.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38702/sizes/4413-420.jpg
328,Edgar Munhall in sailor shirt and sunglasses,c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.18,cmoa:things/c5a94efd-7afc-4b43-9219-23051870c478,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,2.875,4.25,0.0,0.0,https://collection.carnegieart.org/objects/c5a94efd-7afc-4b43-9219-23051870c478,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38706/4414.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38706/sizes/4414-420.jpg
329,"Edgar Munhall in pajama top, looking up",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.19,cmoa:things/d13805bf-7d5f-4c7c-923c-e0f4f4d4fc17,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.125,4.5,0.0,0.0,https://collection.carnegieart.org/objects/d13805bf-7d5f-4c7c-923c-e0f4f4d4fc17,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38707/4415.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38707/sizes/4415-420.jpg
330,"Homage to Manet's Olympia: Edgar Munhall nude, with shoes and socks",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.20,cmoa:things/c6383b38-f09b-4746-a9d0-a4c17cef3bb9,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.75,3.375,0.0,0.0,https://collection.carnegieart.org/objects/c6383b38-f09b-4746-a9d0-a4c17cef3bb9,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38708/4416.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38708/sizes/4416-420.jpg
331,Close up of #20,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.21,cmoa:things/a0e26101-85c2-4187-9d67-f9bfef713d78,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.375,4.125,0.0,0.0,https://collection.carnegieart.org/objects/a0e26101-85c2-4187-9d67-f9bfef713d78,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38709/4417.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38709/sizes/4417-420.jpg
332,Edgar Munhall in pajama in his bedroom,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.22,cmoa:things/d57d9aff-7c29-400b-bdc3-dfdb7a9f6a8e,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.375,4.75,0.0,0.0,https://collection.carnegieart.org/objects/d57d9aff-7c29-400b-bdc3-dfdb7a9f6a8e,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38693/4418.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38693/sizes/4418-420.jpg
333,Edgar Munhall drawing,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.23,cmoa:things/fc48926c-098b-4fe1-a741-01106e799941,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.5,3.0,0.0,0.0,https://collection.carnegieart.org/objects/fc48926c-098b-4fe1-a741-01106e799941,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38730/4419.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38730/sizes/4419-420.jpg
334,"Edgar Munhall astride a bannister, Sylvan Avenue, Hazelwood",c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.24,cmoa:things/eb7a9c9a-31df-45df-98fa-f496bb405691,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.0,4.0,0.0,0.0,https://collection.carnegieart.org/objects/eb7a9c9a-31df-45df-98fa-f496bb405691,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38701/4420.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38701/sizes/4420-420.jpg
335,Edgar Munhall in cowboy costume,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.25,cmoa:things/858d19fe-69fd-4c19-af58-6be8679778b2,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.0,4.125,0.0,0.0,https://collection.carnegieart.org/objects/858d19fe-69fd-4c19-af58-6be8679778b2,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38703/4421.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38703/sizes/4421-420.jpg
336,Edgar Munhall in zippered jacket,c. 1938-1941,1933-01-01,1946-01-01,platinum print,2003.29.26,cmoa:things/533386db-5181-4eff-8657-8a9b47f086d3,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,5.0,7.0,0.0,0.0,https://collection.carnegieart.org/objects/533386db-5181-4eff-8657-8a9b47f086d3,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38698/4422.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38698/sizes/4422-420.jpg
337,"Walter, Jr. (left) and Edgar Munhall bathing, Virginia Beach",1939,1939-01-01,1939-01-01,platinum print,2003.29.27,cmoa:things/2b05a431-f2ed-451f-b1db-9f3ad9c0f456,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.625,3.25,0.0,0.0,https://collection.carnegieart.org/objects/2b05a431-f2ed-451f-b1db-9f3ad9c0f456,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38740/4423.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38740/sizes/4423-420.jpg
338,"Walter, Jr. and Edgar Munhall on a lawn",1938,1938-01-01,1938-01-01,platinum print,2003.29.28,cmoa:things/a94aa050-9bee-4a21-9c43-7c9bb368c24c,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.625,3.125,0.0,0.0,https://collection.carnegieart.org/objects/a94aa050-9bee-4a21-9c43-7c9bb368c24c,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38711/4424.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38711/sizes/4424-420.jpg
339,"Walter, Jr. (left) and Edgar Munhall, Kennywood Park",1938,1938-01-01,1938-01-01,platinum print,2003.29.29,cmoa:things/0720d2d1-e140-4c19-ad18-501b868a08be,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.125,6.375,0.0,0.0,https://collection.carnegieart.org/objects/0720d2d1-e140-4c19-ad18-501b868a08be,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38739/4425.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38739/sizes/4425-420.jpg
340,"Walter, Jr. (left) and Edgar Munhall, Kennywood Park",1938,1933-01-01,1946-01-01,platinum print,2003.29.30,cmoa:things/386ba6da-0f7c-4531-a403-03a7f8d8ee5f,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.125,6.5,0.0,0.0,https://collection.carnegieart.org/objects/386ba6da-0f7c-4531-a403-03a7f8d8ee5f,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38729/4426.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38729/sizes/4426-420.jpg
341,"Ennui: Walter, Jr. (left) and Edgar Munhall on a running board, Sylvan Avenue, Hazelwood",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.31,cmoa:things/5788b4db-4746-4825-8fcd-c7a1453a21ba,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.875,3.5,0.0,0.0,https://collection.carnegieart.org/objects/5788b4db-4746-4825-8fcd-c7a1453a21ba,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38728/4427.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38728/sizes/4427-420.jpg
342,"Edgar Munhall (front, right) and Walter, Jr. (back, right) and friends in a swan boat, Kennywood Park","May 28, 1938",1933-01-01,1946-01-01,platinum print,2003.29.32,cmoa:things/198c9a72-cf46-480f-b523-6011f0439618,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,3.0,4.5,0.0,0.0,https://collection.carnegieart.org/objects/198c9a72-cf46-480f-b523-6011f0439618,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38727/4428.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38727/sizes/4428-420.jpg
343,"Edgar Munhall (center) and friends, Kennywood Park","May 28, 1938",1933-01-01,1946-01-01,platinum print,2003.29.33,cmoa:things/4f7f14f5-b87c-4b9e-be56-4e426e1514c4,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,4.625,3.125,0.0,0.0,https://collection.carnegieart.org/objects/4f7f14f5-b87c-4b9e-be56-4e426e1514c4,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38710/4429.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38710/sizes/4429-420.jpg
344,"Looking south from Sylvan Avenue, Hazelwood, the coke plant at lower right",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.34,cmoa:things/75058190-aab3-4801-b24c-7dded66e149d,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,9.5,7.375,0.0,0.0,https://collection.carnegieart.org/objects/75058190-aab3-4801-b24c-7dded66e149d,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38742/4430.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38742/sizes/4430-420.jpg
345,The South Hills seen from the Bluff,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.35,cmoa:things/4afdaaab-84bc-4f9f-ada0-11ca0dc639a6,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,10.0,8.125,0.0,0.0,https://collection.carnegieart.org/objects/4afdaaab-84bc-4f9f-ada0-11ca0dc639a6,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38741/4431.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38741/sizes/4431-420.jpg
346,"View over the Monongahela from Mt. Washington, the Cathedral of Learning on the horizon",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.36,cmoa:things/acb45401-2d1f-40f2-a104-9813252d5b55,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,10.0,8.125,0.0,0.0,https://collection.carnegieart.org/objects/acb45401-2d1f-40f2-a104-9813252d5b55,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38692/4432.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38692/sizes/4432-420.jpg
347,Downtown Pittsburgh from the South Side ?,c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.37,cmoa:things/2700be3c-aab7-4c50-b973-f6f391080a23,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,10.0,8.125,0.0,0.0,https://collection.carnegieart.org/objects/2700be3c-aab7-4c50-b973-f6f391080a23,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38691/4433.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38691/sizes/4433-420.jpg
348,"Downtown Pittsburgh, from Mt. Washington, P&LERR Terminal, lower right",c. 1938-1941,1933-01-01,1946-01-01,gelatin silver print,2003.29.38,cmoa:things/387de2f2-4b26-476d-a542-366fb1ed1f5a,Gift of Edgar Munhall,2003-06-05,Photography,Not on View,10.0,8.125,0.0,0.0,https://collection.carnegieart.org/objects/387de2f2-4b26-476d-a542-366fb1ed1f5a,,photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/38690/4434.jpg,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,,https://cmoa-collection-images.s3.amazonaws.com/thing/38690/sizes/4434-420.jpg
